"Particule detection","Bounding rectangle","Area","Perimeter","Centroid","Fit Elipse","Shape","Feret’s diameter"
47,48,50,47,49,50,58,148
47,48,53,48,49,56,56,148
47,48,52,47,49,52,57,148
47,49,52,48,49,51,64,148
47,48,59,49,49,51,61,148
47,47,48,49,49,52,70,148
47,47,47,47,49,65,57,148
47,47,47,47,49,51,56,148
47,50,50,52,49,53,61,148
47,48,50,49,49,53,68,148
47,55,51,50,49,50,57,148
47,48,48,50,49,53,56,148
47,48,55,51,49,51,60,148
47,47,48,53,49,50,58,148
47,47,48,50,49,50,57,148
47,47,50,47,49,50,57,148
47,47,47,47,49,54,57,148
47,47,47,50,49,51,57,148
47,47,47,47,49,51,56,148
47,48,47,48,49,51,55,148
47,46,49,52,49,51,56,148
47,47,48,51,49,50,56,148
47,47,49,51,49,52,55,148
47,48,47,61,49,49,55,148
47,47,49,51,49,49,58,148
47,47,48,49,49,50,57,148
47,47,49,49,49,49,56,148
47,47,48,47,49,50,56,148
47,48,48,49,49,49,57,148
47,48,49,48,49,50,56,148
47,48,48,49,49,48,56,148
47,49,47,46,49,49,57,148
47,48,47,47,49,50,58,148
47,48,58,47,49,49,69,148
47,47,50,47,49,49,57,148
47,47,48,47,49,50,57,148
47,50,47,47,49,51,56,148
47,49,47,49,49,51,57,148
47,49,47,50,49,61,57,148
47,48,48,48,49,51,56,148
47,48,47,50,49,50,57,148
47,48,48,50,49,50,56,148
47,46,47,55,49,50,57,148
47,47,47,52,49,50,56,148
47,46,48,50,49,50,56,148
47,48,48,54,49,50,56,148
47,50,47,52,49,50,57,148
47,54,48,48,49,51,56,148
47,55,47,50,49,51,56,148
47,52,48,49,49,51,56,148
47,51,48,52,49,51,57,148
47,53,47,60,49,50,56,148
47,51,47,48,49,52,56,148
47,53,47,50,49,50,57,148
47,51,48,47,49,50,56,148
47,49,47,50,49,50,58,148
47,58,50,52,49,50,56,148
47,53,49,53,49,50,56,148
47,57,49,48,49,49,56,148
47,54,50,49,49,50,57,148
47,51,50,50,49,49,56,148
47,51,49,47,49,50,57,148
47,52,48,47,49,51,58,148
47,52,48,48,49,50,69,148
47,56,51,52,49,51,59,148
47,50,53,50,49,51,57,148
47,47,53,53,49,51,57,148
47,46,63,48,49,51,57,148
47,47,49,50,49,50,57,148
47,46,50,49,49,52,56,148
47,47,47,51,49,62,57,148
47,49,48,48,49,52,56,148
47,48,47,48,49,50,56,148
47,50,47,48,49,50,56,148
47,50,49,48,49,51,55,148
47,47,51,50,49,50,56,148
47,48,49,48,49,51,55,148
47,46,47,47,49,50,55,148
47,48,54,49,49,50,55,148
47,46,47,49,49,50,55,148
47,48,48,52,49,50,55,148
47,48,48,52,49,50,55,148
47,47,48,53,49,51,55,148
47,47,48,53,49,52,55,148
47,49,49,61,49,54,56,148
47,48,48,51,49,51,55,148
47,47,50,50,49,51,56,148
47,47,48,47,49,51,54,148
47,46,48,50,49,52,55,148
47,48,47,51,49,51,54,148
47,59,47,50,49,51,54,148
47,48,47,49,49,51,59,148
47,47,47,51,49,50,56,148
47,47,47,48,49,49,66,148
47,50,47,50,49,48,55,148
47,48,49,49,49,49,57,148
47,47,49,51,49,50,56,148
47,47,48,52,49,50,55,148
47,46,49,49,49,52,55,148
47,46,47,49,49,53,55,148
47,50,48,49,49,50,55,148
47,49,59,49,49,51,56,148
47,46,48,49,49,62,55,148
47,47,47,49,49,51,57,148
47,46,48,49,49,50,57,148
47,48,48,52,49,51,56,148
47,48,47,50,49,51,56,148
47,47,48,48,49,51,55,148
47,48,47,48,49,51,58,148
47,47,47,48,49,51,56,148
47,48,47,49,49,54,56,148
47,49,48,48,49,51,55,148
47,48,47,48,49,50,56,148
47,49,47,53,49,50,59,148
47,49,47,50,49,56,56,148
47,50,48,50,49,52,57,148
47,47,49,51,49,50,57,148
47,48,47,61,49,49,56,148
47,47,48,51,49,49,56,148
47,48,47,49,49,49,56,148
47,48,47,50,49,51,57,148
47,47,47,49,49,50,67,148
47,46,48,50,49,49,71,148
47,60,48,48,49,49,56,148
47,49,48,49,49,50,56,148
47,48,47,50,49,51,63,148
47,48,50,51,49,52,58,148
47,46,50,53,49,51,58,148
47,48,49,50,49,50,56,148
47,46,49,49,49,51,57,148
47,47,50,50,49,53,58,148
47,46,49,49,49,50,56,148
47,47,49,51,49,51,57,148
47,47,49,49,49,63,56,148
47,53,49,50,49,50,55,148
47,46,49,49,49,50,56,148
47,47,49,49,49,50,55,148
47,46,49,50,49,49,58,148
47,47,48,49,49,51,60,148
47,47,48,49,49,53,57,148
47,46,53,51,49,52,56,148
47,45,48,53,49,56,56,148
47,47,48,55,49,53,58,148
47,48,49,51,49,52,56,148
47,48,47,54,49,52,57,148
47,47,49,51,49,53,56,148
47,47,47,53,49,51,56,148
47,49,48,52,49,54,58,148
47,46,47,50,49,53,58,148
47,47,47,50,49,52,58,148
47,46,48,48,49,51,57,148
47,46,47,62,49,51,58,148
47,46,48,51,49,52,67,148
47,48,49,49,49,52,56,148
47,46,47,49,49,51,55,148
47,47,48,49,49,51,56,148
47,47,47,49,49,51,56,148
47,59,48,48,49,51,56,148
47,47,49,47,49,52,55,148
47,48,48,47,49,51,56,148
47,48,49,50,49,51,56,148
47,48,50,51,49,50,57,148
47,48,48,52,49,49,56,148
47,48,50,50,49,51,56,148
47,47,49,52,49,51,56,148
47,49,50,56,49,61,58,148
47,48,49,50,49,53,56,148
47,47,48,50,49,50,56,148
47,48,58,52,49,50,56,148
47,47,47,51,49,50,62,148
47,47,47,49,49,53,57,148
47,47,49,49,49,49,58,148
47,47,48,48,49,49,56,148
47,47,50,50,49,51,57,148
47,47,49,51,49,50,56,148
47,47,48,52,49,51,57,148
47,47,48,51,49,50,57,148
47,48,49,51,49,50,56,148
47,47,48,51,49,52,56,148
47,47,48,50,49,52,60,148
47,47,50,53,49,50,57,148
47,48,50,50,49,49,56,148
47,48,49,50,49,50,66,148
47,48,49,52,49,52,56,148
47,48,48,64,49,50,56,148
47,47,47,51,49,49,56,148
47,48,48,53,49,52,55,148
47,48,50,57,49,50,56,148
47,48,48,50,49,50,56,148
47,47,48,49,49,50,56,148
47,46,47,50,49,50,57,148
47,58,48,51,49,49,57,148
47,47,47,52,49,50,58,148
47,47,47,50,49,52,56,148
47,48,47,58,49,50,56,148
47,46,55,68,49,50,56,148
47,46,47,70,49,49,56,148
47,47,48,64,49,60,56,148
47,46,48,67,49,50,56,148
47,47,49,63,49,50,58,148
47,46,48,63,49,50,56,148
47,47,48,54,49,53,56,148
47,46,59,50,49,51,57,148
47,47,47,50,49,49,56,148
47,46,49,50,49,49,56,148
47,49,49,52,49,50,56,148
47,47,51,53,49,52,56,148
47,47,49,52,49,51,56,148
47,46,49,63,49,52,56,148
47,47,49,52,49,50,56,148
47,46,48,54,49,49,57,148
47,47,47,49,49,50,67,148
47,46,47,57,49,49,56,148
47,46,48,51,49,50,58,148
47,46,49,51,49,49,56,148
47,46,48,52,49,49,56,148
47,46,48,51,49,50,57,148
47,46,48,48,49,49,56,148
47,46,48,57,49,51,59,148
47,47,49,50,49,50,56,148
47,47,48,47,49,51,56,148
47,49,48,49,49,50,56,148
47,48,48,48,49,50,57,148
47,47,47,47,49,52,56,148
47,59,47,49,49,51,56,148
47,47,48,48,49,49,56,148
47,46,48,50,49,49,56,148
47,46,48,47,49,50,56,148
47,48,48,48,49,53,56,148
47,46,47,46,49,61,56,148
47,47,50,47,49,49,56,148
47,48,50,47,49,49,58,148
47,47,49,46,49,50,58,148
47,46,51,47,49,50,56,148
47,45,48,50,49,51,57,148
47,46,64,47,49,50,57,148
47,46,49,47,49,50,58,148
47,47,48,47,49,54,57,148
47,46,49,47,49,51,58,148
47,47,55,49,49,50,57,148
47,47,51,49,49,51,57,148
47,47,50,52,49,51,70,148
47,46,55,50,49,49,56,148
47,47,49,51,49,51,57,148
47,47,48,48,49,50,56,148
47,46,49,49,49,51,56,148
47,47,50,49,49,51,56,148
47,47,49,49,49,52,56,148
47,46,48,49,49,55,58,148
47,47,49,51,49,51,55,148
47,47,47,51,49,51,56,148
47,47,47,61,49,50,56,148
47,46,49,48,49,49,56,148
47,47,48,47,49,51,56,148
47,47,48,48,49,53,57,148
47,47,49,51,49,51,56,148
47,47,47,50,49,51,55,148
47,47,49,48,49,53,62,148
47,59,50,48,49,51,55,148
47,48,49,49,49,52,58,148
47,47,50,48,49,51,55,148
47,48,50,49,49,60,55,148
47,47,49,50,49,50,56,148
47,48,49,48,49,51,58,148
47,47,48,47,49,49,57,148
47,47,49,49,49,50,56,148
47,46,48,47,49,50,57,148
47,45,59,48,49,51,60,148
47,46,49,51,49,49,57,148
47,46,50,51,49,49,56,148
47,48,49,50,49,50,56,148
47,46,48,51,49,51,67,148
47,47,48,49,49,52,56,148
47,47,47,49,49,49,56,148
47,47,48,48,49,50,55,148
47,47,50,49,49,49,55,148
47,46,48,49,49,52,56,148
47,48,48,48,49,53,57,148
47,47,48,48,49,52,57,148
47,47,50,49,49,51,57,148
47,47,47,48,49,50,57,148
47,47,47,49,49,51,56,148
47,48,47,50,49,51,55,148
47,46,48,50,49,51,56,148
47,48,48,60,49,50,57,148
47,46,49,49,49,50,56,148
47,47,49,48,49,50,57,148
47,48,50,50,49,51,57,148
47,47,47,48,49,49,56,148
47,47,48,49,49,50,57,148
47,46,49,48,49,50,56,148
47,48,48,48,49,51,57,148
47,58,49,48,49,62,56,148
47,47,48,50,49,51,56,148
47,47,47,48,49,52,57,148
47,46,50,48,49,51,55,148
47,47,48,48,49,50,56,148
47,47,49,50,49,50,56,148
47,46,58,47,49,50,55,148
47,47,48,47,49,50,56,148
47,48,48,47,49,49,74,148
47,47,46,48,49,50,56,148
47,47,48,48,49,51,56,148
47,47,49,50,49,51,56,148
47,46,48,49,49,54,56,148
47,48,47,51,49,50,56,148
47,47,47,55,49,52,56,148
47,46,48,52,49,49,56,148
47,46,50,51,49,50,56,148
47,46,51,56,49,50,56,148
47,46,52,54,49,50,59,148
47,49,49,56,49,50,56,148
47,48,48,56,49,50,56,148
47,48,48,53,49,50,56,148
47,46,51,56,49,49,56,148
47,47,51,62,49,50,57,148
47,46,50,50,49,50,55,148
47,47,49,66,49,50,55,148
47,47,50,49,49,51,56,148
47,46,50,47,49,50,57,148
47,47,50,48,49,51,57,148
47,47,49,49,49,50,56,148
47,47,48,56,49,49,57,148
47,47,48,54,49,50,57,148
47,47,47,52,49,63,55,148
47,59,48,52,49,53,57,148
47,47,47,52,49,52,56,148
47,46,58,51,49,52,56,148
47,49,49,53,49,51,56,148
47,49,47,53,49,50,56,148
47,45,48,50,49,50,68,148
47,46,48,51,49,50,56,148
47,47,49,52,49,50,57,148
47,47,49,51,49,50,55,148
47,47,48,50,49,50,56,148
47,48,49,49,49,50,57,148
47,47,48,52,49,49,55,148
47,48,49,54,49,49,56,148
47,48,48,64,49,49,55,148
47,47,47,57,49,49,57,148
47,46,48,57,49,49,57,148
47,47,48,54,49,50,60,148
47,47,48,61,49,49,59,148
47,47,47,60,49,50,57,148
47,46,47,61,49,51,57,148
47,46,47,53,49,50,56,148
47,47,47,49,49,51,57,148
47,47,47,50,49,50,55,148
47,47,48,50,49,51,55,148
47,47,48,48,49,50,56,148
47,47,48,48,49,50,56,148
47,47,48,58,49,50,58,148
47,47,49,48,49,50,55,148
47,48,47,49,49,54,56,148
47,47,48,48,49,54,56,148
47,47,59,49,49,51,58,148
47,48,49,51,49,61,56,148
47,47,48,65,49,50,57,148
47,48,48,63,49,52,57,148
47,60,49,69,49,50,66,148
47,47,49,57,49,50,58,148
47,47,49,64,49,57,56,148
47,48,47,61,49,52,55,148
47,47,49,50,49,52,57,148
47,48,47,53,49,51,56,148
47,47,48,63,49,50,56,148
47,48,48,61,49,51,55,148
47,48,48,48,49,50,58,148
47,48,48,47,49,49,61,148
47,47,48,48,49,51,61,148
47,47,49,49,49,52,59,148
47,47,50,48,49,49,60,148
47,47,49,48,49,50,58,148
47,47,48,48,49,51,56,148
47,48,47,49,49,49,59,148
47,47,49,47,49,51,59,148
47,47,49,47,49,50,59,148
47,47,48,47,49,52,57,148
47,47,51,51,49,50,57,148
47,47,48,47,49,50,58,148
47,48,48,48,49,51,56,148
47,47,49,48,49,51,59,148
47,47,58,56,49,58,57,148
47,47,48,50,49,55,57,148
47,47,48,55,49,50,57,148
47,47,47,49,49,52,57,148
47,47,48,48,49,51,57,148
47,47,48,49,49,50,57,148
47,47,52,55,49,62,58,148
47,47,48,48,49,52,68,148
47,47,49,49,49,49,63,148
47,48,48,47,49,49,55,148
47,58,49,50,49,52,66,148
47,48,48,48,49,51,57,148
47,46,48,49,49,50,56,148
47,47,49,48,49,53,58,148
47,46,48,47,49,49,58,148
47,47,48,54,49,51,59,148
47,47,50,53,49,51,62,148
47,47,47,49,49,51,57,148
47,48,49,56,49,51,57,148
47,47,48,48,49,53,55,148
47,48,49,53,49,57,59,148
47,46,47,50,49,51,58,148
47,47,49,47,49,54,58,148
47,47,48,50,49,51,56,148
47,47,47,49,49,49,57,148
47,47,47,47,49,50,57,148
47,48,48,48,49,50,56,148
47,48,48,49,49,52,57,148
47,48,50,50,49,51,59,148
47,47,48,48,49,52,56,148
47,46,47,49,49,51,57,148
47,46,50,58,49,51,57,148
47,47,47,48,49,51,56,148
47,46,48,48,49,52,57,148
47,48,48,48,49,51,57,148
47,48,48,48,49,50,57,148
47,49,47,48,49,52,56,148
47,48,49,48,49,52,67,148
47,46,47,48,49,60,57,148
47,49,47,49,49,53,55,148
47,48,47,48,49,50,57,148
47,48,48,48,49,51,56,148
47,47,48,48,49,50,56,148
47,46,48,48,49,50,56,148
47,57,47,48,49,50,55,148
47,48,47,48,49,49,56,148
47,46,48,48,49,49,56,148
47,46,46,48,49,51,56,148
47,47,48,48,49,51,56,148
47,47,47,48,49,50,55,148
47,46,54,48,49,50,56,148
47,46,49,49,49,50,55,148
47,46,48,48,49,49,56,148
47,50,49,48,49,49,56,148
47,48,48,51,49,57,56,148
47,47,47,49,49,49,56,148
47,47,48,48,49,50,55,148
47,46,47,48,49,50,57,148
47,47,48,48,49,51,57,148
47,48,47,49,49,50,55,148
47,48,49,57,49,50,58,148
47,48,48,50,49,50,57,148
47,48,49,49,49,49,56,148
47,47,47,51,49,50,57,148
47,49,48,49,49,49,60,148
47,48,48,47,49,50,56,148
47,48,46,47,49,50,55,148
47,47,48,47,49,51,68,148
47,47,48,48,49,50,56,148
47,47,47,47,49,60,55,148
47,48,48,49,49,53,60,148
47,47,48,50,49,51,55,148
47,47,47,49,49,52,57,148
47,48,56,52,49,49,58,148
47,48,48,50,49,50,58,148
47,48,47,49,49,51,57,148
47,47,47,50,49,51,58,148
47,48,47,51,49,50,57,148
47,61,47,47,49,50,58,148
47,48,47,47,49,53,57,148
47,47,47,48,49,49,57,148
47,48,47,48,49,50,59,148
47,49,47,50,49,50,58,148
47,48,48,48,49,53,59,148
47,47,47,48,49,50,66,148
47,46,46,47,49,51,59,148
47,47,47,49,49,49,57,148
47,49,46,50,49,52,56,148
47,48,47,57,49,51,56,148
47,47,47,47,49,52,56,148
47,48,47,56,49,54,55,148
47,46,47,51,49,52,57,148
47,46,47,49,49,51,56,148
47,47,47,50,49,50,55,149
47,46,47,59,49,50,58,149
47,46,55,54,49,51,58,149
47,47,47,58,49,51,65,149
47,48,48,58,49,51,56,149
47,47,47,57,49,50,56,149
47,47,48,59,49,52,54,149
47,48,50,58,49,54,55,149
47,49,48,57,49,61,55,149
47,49,47,60,49,52,55,149
47,48,48,59,49,51,55,149
47,48,47,57,49,51,58,149
47,47,48,49,49,50,59,149
47,48,49,50,49,50,56,149
47,46,48,51,49,50,57,149
47,48,48,52,49,50,58,149
47,48,48,64,49,51,56,149
48,48,49,58,49,50,56,149
48,48,51,57,49,50,59,149
48,59,49,60,49,51,58,149
48,45,50,56,49,49,57,149
48,48,49,58,49,49,57,149
48,47,50,67,49,50,58,149
48,48,48,61,49,49,57,149
48,46,55,59,49,49,59,149
48,46,48,59,49,52,56,149
48,46,49,48,49,51,58,149
48,46,48,50,49,51,56,149
48,46,49,59,49,49,57,149
48,46,49,61,49,50,56,149
48,47,49,54,49,50,56,149
48,46,48,61,49,50,55,149
48,46,49,57,49,50,57,149
48,47,49,48,49,51,68,149
48,47,48,49,49,49,56,149
48,48,49,49,49,50,59,149
48,48,48,60,49,49,56,149
48,46,49,58,49,49,56,149
48,46,48,59,49,49,57,149
48,46,49,61,49,49,55,149
48,50,48,57,49,61,59,149
48,46,49,48,49,53,55,149
48,46,47,51,49,52,59,149
48,47,48,49,49,51,56,149
48,47,56,49,49,51,56,149
48,48,49,49,49,53,57,149
48,49,49,49,49,51,56,149
48,47,48,55,49,51,56,149
48,47,49,53,49,52,56,149
48,46,48,58,49,51,56,149
48,48,47,59,49,52,55,149
48,46,47,60,49,52,55,149
48,57,47,57,49,51,56,149
48,48,47,49,49,52,56,149
48,47,47,49,49,50,57,149
48,46,48,49,49,51,57,149
48,47,48,50,49,50,57,149
48,48,47,48,49,51,57,149
48,46,49,50,49,50,56,149
48,46,47,60,49,51,56,149
48,47,48,58,49,50,56,149
48,47,48,61,49,53,57,149
48,46,49,58,49,53,55,149
48,47,53,61,49,54,58,149
48,47,48,60,49,52,56,149
48,46,47,52,49,51,56,149
48,48,50,48,49,52,56,149
48,48,48,51,49,50,56,149
48,47,48,56,49,50,57,149
48,47,47,61,49,50,56,149
48,47,46,59,49,50,56,149
48,48,46,69,49,50,57,149
48,47,48,54,49,62,56,149
48,47,48,60,49,51,57,149
48,48,47,60,49,50,56,149
48,47,47,53,49,53,57,149
48,46,47,65,49,52,56,149
48,47,47,52,49,51,56,149
48,47,47,48,49,50,56,149
48,47,48,59,49,49,56,149
48,47,48,56,49,51,56,149
48,47,48,54,49,50,56,149
48,47,54,57,49,51,58,149
48,47,47,50,49,52,56,149
48,47,47,49,49,51,57,149
48,47,48,50,49,49,58,149
48,59,47,48,49,50,56,149
48,48,48,49,49,50,56,149
48,46,47,49,49,50,60,149
48,47,48,46,49,49,58,149
48,46,48,47,49,50,58,149
48,46,47,51,49,49,57,149
48,47,47,47,49,49,67,149
48,48,50,48,49,49,59,149
48,50,47,55,49,50,58,149
48,47,47,48,49,49,56,149
48,48,49,49,49,51,56,149
48,48,48,49,49,50,55,149
48,47,48,47,49,49,56,149
48,50,48,47,49,51,57,149
48,48,54,47,49,50,56,149
48,48,49,46,49,50,55,149
48,48,48,46,49,49,56,149
48,47,47,47,49,51,56,149
48,47,48,46,49,62,56,149
48,48,46,47,49,51,57,149
48,48,47,49,49,52,57,149
48,47,47,48,49,51,57,149
48,47,47,48,49,49,56,149
48,47,49,50,49,49,56,149
48,47,52,48,49,50,57,149
48,48,49,48,49,52,57,149
48,47,47,47,49,51,56,149
48,48,49,47,49,58,56,149
48,46,50,47,49,51,58,149
48,47,46,47,49,50,56,149
48,47,47,47,49,52,56,149
48,48,54,53,49,51,57,149
48,47,47,48,49,52,55,149
48,47,48,49,49,51,56,149
48,61,48,47,49,51,57,149
48,46,47,47,49,51,56,149
48,48,49,47,49,51,67,149
48,46,50,47,49,54,56,149
48,46,50,47,49,51,54,149
48,46,48,47,49,50,56,149
48,46,47,48,49,50,55,149
48,46,48,47,49,50,54,149
48,47,47,47,49,49,57,149
48,46,48,49,49,51,55,149
48,46,47,47,49,51,57,149
48,47,48,47,49,50,56,149
48,47,48,46,49,52,55,149
48,47,47,50,49,51,59,149
48,46,47,48,49,52,56,149
48,47,47,48,49,62,57,149
48,47,48,48,49,55,55,149
48,47,47,47,49,50,55,149
48,47,47,54,49,49,54,149
48,47,48,50,49,53,61,149
48,46,48,48,49,51,56,149
48,49,47,49,49,50,56,149
48,47,47,46,49,50,57,149
48,47,48,46,49,51,59,149
48,46,48,47,49,49,55,149
48,49,50,48,49,49,57,149
48,49,58,48,49,51,58,149
48,48,49,47,49,50,57,149
48,47,49,51,49,49,58,149
48,46,54,49,49,49,56,149
48,46,48,48,49,49,55,149
48,47,48,47,49,49,67,149
48,48,49,48,49,49,56,149
48,61,48,47,49,53,55,149
48,47,49,48,49,50,59,149
48,48,48,47,49,49,58,149
48,47,49,50,49,52,57,149
48,46,46,46,49,50,55,149
48,48,48,47,49,49,55,149
48,46,47,51,49,51,55,149
48,46,47,49,49,50,56,149
48,47,47,46,49,51,55,149
48,48,47,47,49,54,56,149
48,47,49,47,49,51,58,149
48,46,51,47,49,50,58,149
48,48,50,46,49,49,56,149
48,47,48,47,49,51,57,149
48,47,48,48,49,62,55,149
48,46,46,46,49,50,56,149
48,46,47,46,49,51,56,149
48,47,48,46,49,51,56,149
48,46,47,46,49,51,55,149
48,47,47,47,49,50,56,149
48,48,47,47,49,51,57,149
48,49,47,47,49,51,56,149
48,49,47,47,49,51,56,149
48,48,49,47,49,50,60,149
48,48,49,50,49,51,57,149
48,48,47,61,49,51,57,149
48,47,53,52,49,49,56,149
48,46,47,48,49,50,57,149
48,47,48,49,49,51,69,149
48,46,48,48,49,51,56,149
48,47,47,49,49,50,56,149
48,48,49,47,49,50,55,149
48,46,47,48,49,50,56,149
48,46,47,48,49,51,56,149
48,59,48,46,49,52,57,149
48,47,47,48,49,53,56,149
48,46,47,47,49,51,55,149
48,47,47,48,49,51,56,149
48,49,48,48,49,52,55,149
48,46,53,47,49,51,55,149
48,47,48,47,49,60,56,149
48,46,47,48,49,50,57,149
48,47,48,48,49,52,56,149
48,47,48,48,49,51,55,149
48,47,48,55,49,51,56,149
48,47,46,48,49,50,56,149
48,49,47,50,49,59,58,149
48,49,46,47,49,50,60,149
48,47,47,48,49,50,65,149
48,47,47,50,49,52,64,149
48,46,47,47,49,52,64,149
48,48,47,48,49,51,67,149
48,48,50,47,49,53,59,149
48,47,52,48,49,51,56,149
48,47,48,48,49,49,57,149
48,47,49,48,49,50,56,149
48,46,47,48,49,49,56,149
48,46,49,50,49,50,56,149
48,48,50,51,49,50,69,149
48,46,48,50,49,49,58,149
48,47,49,49,49,52,55,149
48,46,49,48,49,50,56,149
48,46,48,56,49,50,56,149
48,46,46,48,49,49,57,149
48,47,51,48,49,51,56,149
48,46,53,50,49,51,56,149
48,47,48,48,49,50,58,149
48,56,48,49,49,52,57,149
48,47,48,48,49,50,56,149
48,46,47,48,49,53,56,149
48,48,48,46,49,52,56,149
48,46,48,46,49,49,55,149
48,47,48,47,49,51,56,149
48,47,48,47,49,50,57,149
48,46,48,48,49,51,56,149
48,47,50,49,49,51,55,149
48,47,49,49,49,49,58,149
48,47,47,48,49,49,57,149
48,46,52,47,49,61,58,149
48,47,48,47,49,53,56,149
48,48,48,54,49,51,56,149
48,48,47,49,49,49,55,149
48,48,48,47,49,50,57,149
48,48,47,46,49,51,55,149
48,47,47,47,49,49,56,149
48,47,48,51,49,49,57,149
48,47,47,50,49,50,56,149
48,48,47,46,49,52,56,149
48,46,47,47,49,51,56,149
48,46,51,51,49,51,55,149
48,46,48,47,49,51,55,149
48,49,48,46,49,51,57,149
48,47,48,46,49,51,56,149
48,47,48,46,49,52,57,149
48,49,47,48,49,50,56,149
48,46,48,46,49,52,56,149
48,50,48,52,49,50,56,149
48,50,47,47,49,51,57,149
48,49,47,47,49,50,58,149
48,48,47,46,49,50,55,149
48,48,49,47,49,50,57,149
48,60,47,47,49,50,57,149
48,47,48,46,49,52,56,149
48,47,48,48,49,51,56,149
48,50,48,50,49,50,57,149
48,48,48,53,49,49,56,149
48,47,49,48,49,53,56,149
48,47,48,50,49,51,55,149
48,47,48,49,49,51,57,149
48,46,47,50,49,52,55,149
48,47,48,49,49,60,56,149
48,46,52,49,49,50,56,149
48,46,49,48,49,49,55,149
48,46,48,48,49,50,56,149
48,47,49,49,49,48,55,149
48,47,48,47,49,48,58,149
48,46,49,47,49,49,57,149
48,46,47,49,49,52,68,149
48,48,47,47,49,51,56,149
48,48,47,48,49,49,56,149
48,48,48,48,49,51,55,149
48,49,48,48,49,50,56,149
48,48,51,48,49,49,56,149
48,48,49,48,49,51,55,149
48,47,47,48,49,50,55,149
48,47,48,48,49,50,55,149
48,46,48,49,49,50,56,149
48,47,48,48,49,50,56,149
48,48,47,54,49,51,56,149
48,48,47,50,49,50,56,149
48,47,47,48,49,50,55,149
48,48,47,48,49,50,55,149
48,47,51,48,49,49,55,149
48,48,48,48,49,51,56,149
48,47,49,48,49,49,59,149
48,58,49,47,49,56,57,149
48,48,48,47,49,50,55,149
48,47,47,48,49,51,56,149
48,48,48,48,49,51,55,149
48,47,48,47,49,50,58,149
48,48,48,48,49,50,59,149
48,46,51,48,49,61,56,149
48,48,49,48,49,52,54,149
48,46,48,54,49,50,55,149
48,46,48,48,49,51,55,149
48,48,47,47,49,53,56,149
48,46,48,47,49,56,55,149
48,47,48,48,49,51,67,149
48,47,49,48,49,51,56,149
48,47,47,48,49,50,55,149
48,47,48,48,49,49,58,149
48,47,51,48,49,52,56,149
48,47,47,49,49,54,58,149
48,47,48,48,49,51,56,149
48,46,47,48,49,50,62,149
48,46,47,48,49,52,56,149
48,46,48,48,49,49,56,149
48,47,48,48,49,52,64,149
48,46,48,48,49,52,56,149
48,46,50,49,49,51,55,149
48,46,47,52,49,53,56,149
48,48,46,49,49,51,58,149
48,48,46,50,49,51,55,149
48,48,48,48,49,53,60,149
48,47,47,49,49,56,59,149
48,46,50,48,49,51,55,149
48,47,48,49,49,54,58,149
48,46,49,48,49,51,63,149
48,47,52,49,49,54,55,149
48,58,48,49,49,52,56,149
48,46,47,49,49,53,55,149
48,48,47,49,49,52,56,149
48,47,47,49,49,52,55,149
48,47,46,48,49,63,63,149
48,46,48,48,49,51,56,149
48,46,46,48,49,50,57,149
48,46,51,53,49,49,56,149
48,47,48,48,49,49,68,149
48,47,48,47,49,50,57,149
48,47,49,47,49,52,56,149
48,46,48,47,49,50,55,149
48,47,49,47,49,52,56,149
48,46,48,47,49,51,56,149
48,47,48,50,49,51,57,149
48,48,54,48,49,50,54,149
48,48,47,48,49,50,59,149
48,50,49,48,49,51,57,149
48,47,47,49,49,50,57,149
48,48,47,48,49,50,57,149
48,48,48,48,49,49,55,149
48,48,48,59,49,51,55,149
48,48,47,57,49,50,55,149
48,47,51,49,49,50,55,149
48,46,47,48,49,50,55,149
48,46,49,48,49,51,55,149
48,49,48,47,49,51,55,149
48,48,47,48,49,51,56,149
48,48,47,51,49,51,56,149
48,48,47,49,49,52,57,149
48,47,52,49,49,50,55,149
48,47,49,49,49,51,58,149
48,47,47,49,49,50,56,149
48,59,47,50,49,51,59,149
48,47,47,50,49,50,57,149
48,46,47,48,49,52,57,149
48,48,46,48,49,61,59,149
48,50,46,53,49,51,67,149
48,46,48,50,49,50,55,149
48,46,52,47,49,50,55,149
48,48,47,47,49,51,55,149
48,48,47,47,49,51,60,149
48,46,49,47,49,51,55,149
48,47,47,48,49,50,57,149
48,46,47,49,49,50,55,149
48,46,47,54,49,49,55,149
48,47,47,52,49,50,55,149
48,45,47,48,49,51,56,149
48,46,47,49,49,51,54,149
48,46,54,51,49,51,55,149
48,46,48,57,49,52,55,149
48,47,48,54,49,51,55,149
48,46,48,51,49,52,55,149
48,47,48,46,49,51,55,149
48,46,47,50,49,51,61,149
48,47,48,47,49,52,57,149
48,45,48,49,49,51,56,149
48,48,48,48,49,52,56,149
48,46,48,49,49,51,60,149
48,48,48,47,49,51,56,149
48,47,48,46,49,50,63,149
48,47,51,47,49,52,56,149
48,48,49,49,49,63,61,149
48,47,47,50,49,50,56,149
48,47,48,48,49,51,57,149
48,50,48,48,49,51,55,149
48,49,47,47,49,50,62,149
48,59,48,47,49,51,68,149
48,49,47,54,49,60,56,149
48,46,47,47,49,50,56,149
48,46,48,47,49,51,56,149
48,47,47,47,49,50,57,149
48,49,51,48,49,50,55,149
48,48,48,49,49,50,56,149
